           Time[sec]          ao1_Vcmd[V]         ai2_Vgyro[V]        ai3_Vpoten[V]         Wgyro[rad/s] 
        3.7000001000         5.0000000000         2.1103296084         3.2178415930        23.3466400379 
        3.7050000000         5.0000000000         2.1052317055         3.3095914907        23.2138412442 
        3.7100000000         5.0000000000         2.1077806570         3.3987927800        23.2802406411 
        3.7150000000         5.0000000000         2.1001338025         3.4854454611        23.0810424504 
        3.7200000000         5.0000000000         2.1128785599         3.5746467505        23.4130394348 
        3.7250000000         5.0000000000         2.1052317055         3.6663966481        23.2138412442 
        3.7300000000         5.0000000000         2.1077806570         3.7606951540        23.2802406411 
        3.7350000000         5.0000000000         2.1077806570         3.8549936599        23.2802406411 
        3.7400000000         5.0000000000         2.1052317055         3.9441949492        23.2138412442 
        3.7450000000         5.0000000000         2.0975848510         4.0359448469        23.0146430536 
        3.7500000000         5.0000000000         2.0975848510         4.1225975280        23.0146430536 
        3.7550000000         5.0000000000         2.0975848510         4.2194446421        23.0146430536 
        3.7600000000         5.0000000000         2.1077806570         4.3213889728        23.2802406411 
        3.7650001000         5.0000000000         2.1077806570         4.4003958291        23.2802406411 
        3.7700001000         5.0000000000         2.1103296084         4.4972429433        23.3466400379 
        3.7750000000         5.0000000000         2.1026827540         4.5864442326        23.1474418473 
        3.7800000000         5.0000000000         2.1179764629         4.6909371716        23.5458382285 
        3.7850001000         5.0000000000         2.1205254144         4.7877842857        23.6122376254 
        3.7900000000         5.0000000000         2.1205254144         4.8897286164        23.6122376254 
        3.7950000000         5.0000000000         2.1230743659         4.9789299058        23.6786370223 
        3.8000001000         5.0000000000         2.1154275114         4.9942215554        23.4794388317 
        3.8050001000         5.0000000000         2.1281722688         1.1126911642        23.8114358160 
        3.8100000000         5.0000000000         2.1128785599        -0.0061478651        23.4130394348 
        3.8150001000         5.0000000000         2.1230743659         0.0575673415        23.6786370223 
        3.8200000000         5.0000000000         2.1103296084         0.1442200226        23.3466400379 
        3.8250001000         5.0000000000         2.1128785599         0.2334213120        23.4130394348 
        3.8300000000         5.0000000000         2.1205254144         0.3404628592        23.6122376254 
        3.8350000000         5.0000000000         2.1077806570         0.4220183238        23.2802406411 
        3.8400000000         5.0000000000         2.1179764629         0.5137682214        23.5458382285 
        3.8450000000         5.0000000000         2.1128785599         0.6106153356        23.4130394348 
        3.8500000000         5.0000000000         2.1128785599         0.7125596663        23.4130394348 
        3.8550000000         5.0000000000         2.1154275114         0.7992123473        23.4794388317 
        3.8600000000         5.0000000000         2.1256233174         0.8960594615        23.7450364191 
        3.8650000000         5.0000000000         2.1128785599         0.9776149261        23.4130394348 
        3.8700000000         5.0000000000         2.1103296084         1.0693648237        23.3466400379 
        3.8750000000         5.0000000000         2.1179764629         1.1662119378        23.5458382285 
        3.8800000000         5.0000000000         2.1205254144         1.2426701859        23.6122376254 
        3.8850000000         5.0000000000         2.1256233174         1.3446145166        23.7450364191 
        3.8900001000         5.0000000000         2.1154275114         1.4287185894        23.4794388317 
        3.8950001000         5.0000000000         2.1103296084         1.5179198787        23.3466400379 
        3.9000000000         5.0000000000         2.1179764629         1.6020239516        23.5458382285 
        3.9050000000         5.0000000000         2.1179764629         1.7014196740        23.5458382285 
        3.9100001000         5.0000000000         2.1077806570         1.7829751385        23.2802406411 
        3.9150000000         5.0000000000         2.1103296084         1.8849194692        23.3466400379 
        3.9200000000         5.0000000000         2.1103296084         1.9766693669        23.3466400379 
        3.9250001000         5.0000000000         2.1052317055         2.0582248314        23.2138412442 
        3.9300001000         5.0000000000         2.1077806570         2.1576205538        23.2802406411 
        3.9350000000         5.0000000000         2.1077806570         2.2442732349        23.2802406411 
        3.9400001000         5.0000000000         2.1179764629         2.3334745243        23.5458382285 
        3.9450000000         5.0000000000         2.1154275114         2.4303216384        23.4794388317 
        3.9500001000         5.0000000000         2.1154275114         2.5195229278        23.4794388317 
        3.9550000000         5.0000000000         2.1103296084         2.6189186502        23.3466400379 
        3.9600000000         5.0000000000         2.1077806570         2.7004741148        23.2802406411 
        3.9650000000         5.0000000000         2.1026827540         2.7845781876        23.1474418473 
        3.9700001000         5.0000000000         2.1179764629         2.8865225183        23.5458382285 
        3.9750000000         5.0000000000         2.1205254144         2.9706265911        23.6122376254 
        3.9800000000         5.0000000000         2.1307212203         3.0674737053        23.8778352129 
        3.9850000000         5.0000000000         2.1230743659         3.1592236029        23.6786370223 
        3.9900000000         5.0000000000         2.1103296084         3.2407790675        23.3466400379 
        3.9950000000         5.0000000000         2.1179764629         3.3376261816        23.5458382285 
        4.0000000000         5.0000000000         2.1077806570         3.4217302544        23.2802406411 
        4.0050000000         5.0000000000         2.1001338025         3.5109315438        23.0810424504 
        4.0100000000         5.0000000000         2.1052317055         3.5975842249        23.2138412442 
        4.0150000000         5.0000000000         2.1077806570         3.6944313390        23.2802406411 
        4.0200001000         5.0000000000         2.1154275114         3.7938270615        23.4794388317 
        4.0250001000         5.0000000000         2.1001338025         3.8702853095        23.0810424504 
        4.0300001000         5.0000000000         2.0975848510         3.9594865988        23.0146430536 
        4.0350001000         5.0000000000         2.0950358995         4.0588823213        22.9482436567 
        4.0400000000         5.0000000000         2.1077806570         4.1582780437        23.2802406411 
        4.0450000000         5.0000000000         2.0975848510         4.2372849000        23.0146430536 
        4.0500001000         5.0000000000         2.1179764629         4.3417778389        23.5458382285 
        4.0550000000         5.0000000000         2.1077806570         4.4233333035        23.2802406411 
        4.0600000000         5.0000000000         2.1052317055         4.5176318094        23.2138412442 
        4.0650001000         5.0000000000         2.1205254144         4.6272219649        23.6122376254 
        4.0700001000         5.0000000000         2.1205254144         4.7240690790        23.6122376254 
        4.0750001000         5.0000000000         2.1179764629         4.8132703684        23.5458382285 
        4.0800000000         5.0000000000         2.1179764629         4.9075688743        23.5458382285 
        4.0850000000         5.0000000000         2.1179764629         5.0018673802        23.5458382285 
        4.0900000000         5.0000000000         2.1205254144         5.0044159885        23.6122376254 
        4.0950000000         5.0000000000         2.1103296084        -0.0035992569        23.3466400379 
        4.1000000000         5.0000000000         2.1230743659         0.0091437845        23.6786370223 
        4.1050000000         5.0000000000         2.1128785599         0.0677617746        23.4130394348 
        4.1100000000         5.0000000000         2.1128785599         0.1697061053        23.4130394348 
        4.1150000000         5.0000000000         2.1205254144         0.2691018277        23.6122376254 
        4.1200000000         5.0000000000         2.1026827540         0.3506572923        23.1474418473 
        4.1250000000         5.0000000000         2.1179764629         0.4576988395        23.5458382285 
        4.1300000000         5.0000000000         2.1077806570         0.5367056958        23.2802406411 
        4.1350000000         5.0000000000         2.1154275114         0.6284555934        23.4794388317 
        4.1400000000         5.0000000000         2.1205254144         0.7329485324        23.6122376254 
        4.1450001000         5.0000000000         2.1154275114         0.8196012135        23.4794388317 
        4.1500001000         5.0000000000         2.1154275114         0.9062538946        23.4794388317 
        4.1550000000         5.0000000000         2.1103296084         0.9903579674        23.3466400379 
        4.1600001000         5.0000000000         2.1256233174         1.0999481229        23.7450364191 
        4.1650000000         5.0000000000         2.1128785599         1.1815035874        23.4130394348 
        4.1700000000         5.0000000000         2.1128785599         1.2681562685        23.4130394348 
        4.1750001000         5.0000000000         2.1230743659         1.3599061662        23.6786370223 
        4.1800000000         5.0000000000         2.1077806570         1.4440102390        23.2802406411 
        4.1850000000         5.0000000000         2.1179764629         1.5485031779        23.5458382285 
        4.1900001000         5.0000000000         2.1128785599         1.6300586425        23.4130394348 
        4.1950000000         5.0000000000         2.1154275114         1.7218085401        23.4794388317 
        4.2000000000         5.0000000000         2.1077806570         1.8059126129        23.2802406411 
        4.2050000000         5.0000000000         2.1103296084         1.8951139023        23.3466400379 
        4.2100000000         5.0000000000         2.1077806570         2.0047040578        23.2802406411 
        4.2150000000         5.0000000000         2.1026827540         2.0786136975        23.1474418473 
        4.2200000000         5.0000000000         2.0899379966         2.1703635952        22.8154448630 
        4.2250000000         5.0000000000         2.1128785599         2.2723079259        23.4130394348 
        4.2300000000         5.0000000000         2.1179764629         2.3589606070        23.5458382285 
        4.2350000000         5.0000000000         2.1256233174         2.4507105046        23.7450364191 
        4.2400000000         5.0000000000         2.1154275114         2.5475576187        23.4794388317 
        4.2450000000         5.0000000000         2.1103296084         2.6316616916        23.3466400379 
        4.2500000000         5.0000000000         2.1077806570         2.7208629809        23.2802406411 
        4.2550000000         5.0000000000         2.1052317055         2.8126128785        23.2138412442 
        4.2600000000         5.0000000000         2.1256233174         2.9018141679        23.7450364191 
        4.2650000000         5.0000000000         2.1205254144         2.9833696325        23.6122376254 
        4.2700001000         5.0000000000         2.1077806570         3.0776681383        23.2802406411 
        4.2750001000         5.0000000000         2.1103296084         3.1719666442        23.3466400379 
        4.2800000000         5.0000000000         2.1001338025         3.2560707171        23.0810424504 
        4.2850001000         5.0000000000         2.1026827540         3.3529178312        23.1474418473 
        4.2900000000         5.0000000000         2.1154275114         3.4421191206        23.4794388317 
        4.2950000000         5.0000000000         2.1026827540         3.5287718017        23.1474418473 
        4.3000001000         5.0000000000         2.1179764629         3.6205216993        23.5458382285 
        4.3050000000         5.0000000000         2.1052317055         3.7148202052        23.2138412442 
        4.3100000000         5.0000000000         2.1103296084         3.8142159276        23.3466400379 
        4.3150001000         5.0000000000         2.1052317055         3.9034172170        23.2138412442 
        4.3200026000         5.0000000000         2.1052317055         3.9951671146        23.2138412442 
        4.3250000000         5.0000000000         2.0975848510         4.0767225791        23.0146430536 
        4.3300000000         5.0000000000         2.1026827540         4.1735696933        23.1474418473 
        4.3350000000         5.0000000000         2.1026827540         4.2551251579        23.1474418473 
        4.3400000000         5.0000000000         2.1179764629         4.3545208803        23.5458382285 
        4.3450000000         5.0000000000         2.1128785599         4.4513679944        23.4130394348 
        4.3500000000         5.0000000000         2.1128785599         4.5507637169        23.4130394348 
        4.3550001000         5.0000000000         2.1103296084         4.6374163980        23.3466400379 
        4.3600000000         5.0000000000         2.1077806570         4.7342635121        23.2802406411 
        4.3650000000         5.0000000000         2.1128785599         4.8285620180        23.4130394348 
        4.3700000000         5.0000000000         2.1128785599         4.9203119156        23.4130394348 
        4.3750000000         5.0000000000         2.1281722688         5.0069645967        23.8114358160 
        4.3800000000         5.0000000000         2.1179764629         4.9942215554        23.5458382285 
        4.3850000000         5.0000000000         2.1205254144         0.0014979597        23.6122376254 
        4.3900000000         5.0000000000         2.1205254144         0.0065951762        23.6122376254 
        4.3950001000         5.0000000000         2.1281722688         0.0983450738        23.8114358160 
        4.4000001000         5.0000000000         2.1230743659         0.1849977549        23.6786370223 
        4.4050000000         5.0000000000         2.1154275114         0.2843934773        23.4794388317 
        4.4100001000         5.0000000000         2.1103296084         0.3735947667        23.3466400379 
        4.4150000000         5.0000000000         2.1103296084         0.4678932726        23.3466400379 
        4.4200000000         5.0000000000         2.1128785599         0.5621917785        23.4130394348 
        4.4250001000         5.0000000000         2.1154275114         0.6539416761        23.4794388317 
        4.4300000000         5.0000000000         2.1179764629         0.7431429655        23.5458382285 
        4.4350000000         5.0000000000         2.1128785599         0.8399900796        23.4130394348 
        4.4400001000         5.0000000000         2.1128785599         0.9266427607        23.4130394348 
        4.4450000000         5.0000000000         2.1230743659         1.0260384831        23.6786370223 
        4.4500000000         5.0000000000         2.1077806570         1.1050453394        23.2802406411 
        4.4550000000         5.0000000000         2.1179764629         1.2069896701        23.5458382285 
        4.4600000000         5.0000000000         2.1128785599         1.2859965264        23.4130394348 
        4.4650000000         5.0000000000         2.1128785599         1.3777464240        23.4130394348 
        4.4700000000         5.0000000000         2.1128785599         1.4669477134        23.4130394348 
        4.4750107000         5.0000000000         2.1077806570         1.5536003945        23.2802406411 
        4.4800001000         5.0000000000         2.1077806570         1.6428016838        23.2802406411 
        4.4850000000         5.0000000000         2.1230743659         1.7447460145        23.6786370223 
        4.4900000000         5.0000000000         2.1128785599         1.8313986956        23.4130394348 
        4.4950000000         5.0000000000         2.1052317055         1.9155027684        23.2138412442 
        4.5000000000         5.0000000000         2.1103296084         2.0199957074        23.3466400379 
        4.5050000000         5.0000000000         2.0975848510         2.1066483885        23.0146430536 
        4.5100000000         5.0000000000         2.0950358995         2.1933010696        22.9482436567 
        4.5150000000         5.0000000000         2.1179764629         2.2952454003        23.5458382285 
        4.5200001000         5.0000000000         2.1230743659         2.3691550400        23.6786370223 
        4.5250001000         5.0000000000         2.1281722688         2.4736479790        23.8114358160 
        4.5300000000         5.0000000000         2.1103296084         2.5526548353        23.3466400379 
        4.5350001000         5.0000000000         2.1103296084         2.6520505577        23.3466400379 
        4.5400000000         5.0000000000         2.1103296084         2.7412518471        23.3466400379 
        4.5450000000         5.0000000000         2.1026827540         2.8228073116        23.1474418473 
        4.5500001000         5.0000000000         2.1154275114         2.9222030340        23.4794388317 
        4.5550000000         5.0000000000         2.1103296084         3.0114043234        23.3466400379 
        4.5600000000         5.0000000000         2.1001338025         3.0929597879        23.0810424504 
        4.5650001000         5.0000000000         2.1128785599         3.1949041186        23.4130394348 
        4.5700000000         5.0000000000         2.1077806570         3.2790081915        23.2802406411 
        4.5750000000         5.0000000000         2.1052317055         3.3631122643        23.2138412442 
        4.5800000000         5.0000000000         2.1205254144         3.4676052032        23.6122376254 
        4.5850000000         5.0000000000         2.1052317055         3.5466120595        23.2138412442 
        4.5900000000         5.0000000000         2.1103296084         3.6434591737        23.3466400379 
        4.5950000000         5.0000000000         2.1052317055         3.7275632465        23.2138412442 
        4.6000000000         5.0000000000         2.1026827540         3.8269589689        23.1474418473 
        4.6050001000         5.0000000000         2.1103296084         3.9238060831        23.3466400379 
        4.6100000000         5.0000000000         2.0924869480         4.0002643311        22.8818442598 
        4.6150000000         5.0000000000         2.1103296084         4.1047572701        23.3466400379 
        4.6200000000         5.0000000000         2.1052317055         4.1888613429        23.2138412442 
        4.6250000000         5.0000000000         2.1077806570         4.2831598488        23.2802406411 
        4.6300000000         5.0000000000         2.1103296084         4.3749097464        23.3466400379 
        4.6350000000         5.0000000000         2.1052317055         4.4615624275        23.2138412442 
        4.6400000000         5.0000000000         2.1205254144         4.5711525830        23.6122376254 
        4.6450001000         5.0000000000         2.1103296084         4.6578052641        23.3466400379 
        4.6500001000         5.0000000000         2.1154275114         4.7572009865        23.4794388317 
        4.6550000000         5.0000000000         2.1103296084         4.8438536676        23.3466400379 
        4.6600001000         5.0000000000         2.1179764629         4.9508952148        23.5458382285 
        4.6650000000         5.0000000000         2.1179764629         4.9993187719        23.5458382285 
        4.6700000000         5.0000000000         2.1205254144         1.1075939477        23.6122376254 
        4.6750001000         5.0000000000         2.1179764629        -0.0010506486        23.5458382285 
        4.6800000000         5.0000000000         2.1256233174         0.0269840423        23.7450364191 
        4.6850000000         5.0000000000         2.1179764629         0.1110881152        23.5458382285 
        4.6900001000         5.0000000000         2.1052317055         0.2053866211        23.2138412442 
        4.6950000000         5.0000000000         2.1205254144         0.3098795600        23.6122376254 
        4.7000000000         5.0000000000         2.1179764629         0.3965322411        23.5458382285 
        4.7050000000         5.0000000000         2.1103296084         0.4882821387        23.3466400379 
        4.7100000000         5.0000000000         2.1230743659         0.5902264694        23.6786370223 
        4.7150000000         5.0000000000         2.1103296084         0.6692333257        23.3466400379 
        4.7200000000         5.0000000000         2.1230743659         0.7737262647        23.6786370223 
        4.7250000000         5.0000000000         2.1128785599         0.8603789458        23.4130394348 
        4.7300001000         5.0000000000         2.1205254144         0.9572260599        23.6122376254 
        4.7350000000         5.0000000000         2.1128785599         1.0387815245        23.4130394348 
        4.7400000000         5.0000000000         2.1128785599         1.1305314221        23.4130394348 
        4.7450000000         5.0000000000         2.1154275114         1.2171841032        23.4794388317 
        4.7500000000         5.0000000000         2.1179764629         1.3140312173        23.5458382285 
        4.7550000000         5.0000000000         2.1179764629         1.4032325067        23.5458382285 
        4.7600000000         5.0000000000         2.1281722688         1.4949824043        23.8114358160 
        4.7650000000         5.0000000000         2.1103296084         1.5739892606        23.3466400379 
        4.7700001000         5.0000000000         2.1128785599         1.6708363748        23.4130394348 
        4.7750001000         5.0000000000         2.1052317055         1.7549404476        23.2138412442 
        4.7800000000         5.0000000000         2.1179764629         1.8594333866        23.5458382285 
        4.7850001000         5.0000000000         2.1103296084         1.9435374594        23.3466400379 
        4.7900000000         5.0000000000         2.1052317055         2.0327387487        23.2138412442 
        4.7950000000         5.0000000000         2.1052317055         2.1321344712        23.2138412442 
        4.8000001000         5.0000000000         2.1026827540         2.2111413274        23.1474418473 
        4.8050000000         5.0000000000         2.1230743659         2.3079884416        23.6786370223 
        4.8100000000         5.0000000000         2.1230743659         2.3971897310        23.6786370223 
        4.8150001000         5.0000000000         2.1052317055         2.4787451955        23.2138412442 
        4.8200000000         5.0000000000         2.1179764629         2.5883353510        23.5458382285 
        4.8250000000         5.0000000000         2.1052317055         2.6622449908        23.2138412442 
        4.8300000000         5.0000000000         2.1077806570         2.7590921049        23.2802406411 
        4.8350000000         5.0000000000         2.1205254144         2.8584878274        23.6122376254 
        4.8400000000         5.0000000000         2.1077806570         2.9400432919        23.2802406411 
        4.8450000000         5.0000000000         2.1154275114         3.0266959730        23.4794388317 
        4.8500000000         5.0000000000         2.1128785599         3.1286403037        23.4130394348 
        4.8550001000         5.0000000000         2.1052317055         3.2127443765        23.2138412442 
        4.8600000000         5.0000000000         2.1052317055         3.3019456659        23.2138412442 
        4.8650000000         5.0000000000         2.1001338025         3.3835011304        23.0810424504 
        4.8700000000         5.0000000000         2.1001338025         3.4828968529        23.0810424504 
        4.8750000000         5.0000000000         2.1077806570         3.5720981422        23.2802406411 
        4.8800000000         5.0000000000         2.1128785599         3.6689452564        23.4130394348 
        4.8850000000         5.0000000000         2.1077806570         3.7555979375        23.2802406411 
        4.8900000000         5.0000000000         2.1103296084         3.8447992268        23.3466400379 
        4.8950001000         5.0000000000         2.1103296084         3.9390977327        23.3466400379 
        4.9000001000         5.0000000000         2.0975848510         4.0232018055        23.0146430536 
        4.9050000000         5.0000000000         2.1103296084         4.1276947445        23.3466400379 
        4.9100001000         5.0000000000         2.1026827540         4.2143474256        23.1474418473 
        4.9150000000         5.0000000000         2.1103296084         4.3111945397        23.3466400379 
        4.9200000000         5.0000000000         2.1179764629         4.4029444374        23.5458382285 
        4.9250001000         5.0000000000         2.1128785599         4.4921457267        23.4130394348 
        4.9300000000         5.0000000000         2.1154275114         4.5889928409        23.4794388317 
        4.9350000000         5.0000000000         2.1077806570         4.6781941302        23.2802406411 
        4.9400001000         5.0000000000         2.1128785599         4.7826870692        23.4130394348 
        4.9450000000         5.0000000000         2.1103296084         4.8693397503        23.3466400379 
        4.9500000000         5.0000000000         2.1230743659         4.9814785140        23.6786370223 
        4.9550000000         5.0000000000         2.1103296084         4.9942215554        23.3466400379 
        4.9600000000         5.0000000000         2.1128785599         1.0999481229        23.4130394348 
        4.9650000000         5.0000000000         2.1179764629         0.0014979597        23.5458382285 
        4.9700000000         5.0000000000         2.1179764629         0.0422756919        23.5458382285 
        4.9750000000         5.0000000000         2.1230743659         0.1416714144        23.6786370223 
        4.9800001000         5.0000000000         2.1077806570         0.2257754872        23.2802406411 
        4.9850000000         5.0000000000         2.1205254144         0.3251712096        23.6122376254 
        4.9900000000         5.0000000000         2.1179764629         0.4220183238        23.5458382285 
        4.9950000000         5.0000000000         2.1103296084         0.5061223966        23.3466400379 
